Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,cid
Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,Passat B5,3359
Toyota,14699.0,sedan,155,,Petrol,yes,2006,Camry,3360
Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012,Camry,3361
BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,X6,3362
Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Vito,3363
Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,Vito,3364
Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG,3365
Mitsubishi,9000.0,sedan,158,,Other,yes,2007,Lancer,3366
Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class,3367
Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,Camry,3368
Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013,GL 350,3369
BMW,6500.0,sedan,311,2.0,Gas,yes,1998,520,3370
Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,Vito,3371
Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Megane,3372
Toyota,16800.0,crossover,238,4.0,Gas,yes,2004,Land Cruiser Prado,3373
Toyota,22900.0,crossover,34,2.0,Petrol,yes,2012,Rav 4,3374
Mercedes-Benz,21300.0,crossover,143,3.2,Diesel,yes,2007,ML 320,3375
BMW,16999.0,other,90,2.5,Petrol,yes,2008,325,3376
Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,Passat B7,3377
Mercedes-Benz,5300.0,van,244,2.2,Diesel,yes,2000,Vito,3378
Mercedes-Benz,16500.0,sedan,280,3.7,Petrol,yes,2004,S 350,3379
BMW,8999.0,sedan,250,1.9,Petrol,yes,2001,316,3380
Toyota,14850.0,hatch,51,1.6,Petrol,yes,2013,Auris,3381
BMW,24100.0,vagon,112,3.0,Petrol,yes,2011,X1,3382
BMW,66500.0,crossover,1,2.0,Diesel,yes,2016,X5,3383
BMW,24500.0,crossover,195,4.8,Petrol,yes,2007,X5,3384
Toyota,23499.0,crossover,174,4.0,Gas,yes,2008,Land Cruiser Prado,3385
Volkswagen,14500.0,vagon,229,2.0,Diesel,yes,2009,Passat B6,3386
Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan,3387
Audi,1852.5,sedan,150,1.8,Petrol,yes,1985,80,3388
Mitsubishi,8777.0,sedan,180,20.0,Petrol,yes,2007,Lancer X,3389
BMW,8500.0,sedan,245,2.2,Petrol,yes,2002,523,3390
BMW,,crossover,4,4.4,Petrol,yes,2016,X5 M,3391
Mercedes-Benz,21500.0,sedan,146,1.8,Gas,yes,2012,E-Class,3392
Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,Passat B6,3393
Mercedes-Benz,4500.0,other,356,2.3,Petrol,yes,1991,230,3394
Volkswagen,21900.0,van,166,2.0,Diesel,yes,2011,T6 (Transporter),3395
Mercedes-Benz,102800.0,van,0,2.2,Diesel,yes,2016,V 250,3396
Renault,7750.0,van,70,1.5,Diesel,yes,2014,Kangoo,3397
Volkswagen,9750.0,van,253,1.9,Diesel,yes,2010,Caddy,3398
Toyota,10500.0,sedan,82,,Petrol,yes,2010,Corolla,3399
Renault,3100.0,vagon,150,1.9,Diesel,no,2003,Laguna,3400
BMW,1900.0,sedan,200,1.8,Gas,no,1994,318,3401
BMW,14300.0,sedan,217,3.0,Diesel,yes,2005,530,3402
Renault,4300.0,van,1,1.5,Diesel,yes,2003,Kangoo,3403
Audi,17000.0,crossover,127,3.0,Diesel,no,2013,Q7,3404
Toyota,17999.0,crossover,35,2.0,Petrol,yes,2009,Rav 4,3405
Mercedes-Benz,99000.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,3406
Audi,3100.0,hatch,114,1.6,Petrol,no,2001,A3,3407
Mitsubishi,6999.0,sedan,113,1.5,Petrol,yes,2007,Lancer X,3408
Toyota,13900.0,sedan,102,3.5,Gas,yes,2008,Camry,3409
Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,GL 350,3410
Mercedes-Benz,11800.0,van,148,2.2,Diesel,yes,2010,Vito,3411
Mercedes-Benz,115555.0,crossover,39,3.0,Diesel,yes,2015,G 350,3412
Audi,21000.0,sedan,210,4.2,Petrol,yes,2009,A8,3413
Mercedes-Benz,3150.0,vagon,220,1.7,Other,no,2001,A 170,3414
Volkswagen,,van,158,1.6,Diesel,yes,2012,Caddy,3415
Audi,1950.0,vagon,300,1.8,Petrol,no,1999,A4,3416
Mitsubishi,12500.0,crossover,120,2.5,Diesel,yes,2007,Pajero Sport,3417
Mitsubishi,5999.0,van,258,,Diesel,yes,1999,L 400,3418
Volkswagen,3100.0,sedan,232,1.9,Diesel,no,2001,Passat B5,3419
Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,3420
Audi,4200.0,sedan,236,2.5,Diesel,no,2003,A6,3421
Audi,2100.0,vagon,230,1.9,Diesel,no,2000,A4,3422
BMW,32500.0,vagon,162,3.0,Diesel,yes,2012,530,3423
Audi,15500.0,vagon,180,2.0,Diesel,yes,2007,A6,3424
Mercedes-Benz,11500.0,sedan,224,2.6,Gas,yes,2003,E-Class,3425
Audi,3000.0,sedan,265,1.8,Petrol,yes,1988,80,3426
BMW,4550.0,sedan,200,2.8,Petrol,no,1997,528,3427
BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,545,3428
Audi,19700.0,crossover,172,3.6,Petrol,yes,2007,Q7,3429
Renault,10950.0,vagon,180,1.5,Diesel,yes,2011,Megane,3430
Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010,Caddy,3431
Renault,6700.0,hatch,96,1.4,Petrol,yes,2010,Sandero,3432
Audi,2411.0,sedan,240,1.6,Other,yes,1987,80,3433
BMW,23500.0,crossover,74,2.0,Petrol,yes,2010,X1,3434
Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,Passat B6,3435
Volkswagen,38764.0,sedan,0,2.0,Diesel,yes,2014,Passat CC,3436
Volkswagen,5500.0,van,380,2.4,Diesel,yes,1999,T4 (Transporter) ,3437
Mercedes-Benz,11800.0,sedan,150,2.2,Diesel,yes,2004,E-Class,3438
Toyota,52500.0,crossover,43,3.0,Other,yes,2014,Land Cruiser Prado,3439
Audi,31500.0,sedan,80,2.0,Petrol,yes,2013,A6,3440
Volkswagen,22800.0,other,161,2.0,Diesel,yes,2011,Amarok,3441
BMW,21000.0,other,130,2.5,Petrol,yes,2006,325,3442
Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,E-Class,3443
Mercedes-Benz,9900.0,sedan,320,2.7,Diesel,yes,2001,E-Class,3444
Volkswagen,1500.0,sedan,265,1.8,Petrol,yes,1988,Jetta,3445
BMW,2850.0,sedan,386,5.0,Gas,yes,1988,750,3446
Volkswagen,19999.0,other,48,2.0,Diesel,yes,2012,Eos,3447
BMW,7000.0,sedan,338,,Petrol,yes,1997,728,3448
Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010,Golf VI,3449
Mitsubishi,46000.0,crossover,0,2.4,Diesel,yes,2016,Pajero Sport,3450
Volkswagen,18300.0,van,1,2.2,Diesel,yes,2013,T5 (Transporter) ,3451
BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,520,3452
BMW,18400.0,crossover,256,3.0,Diesel,yes,2006,X5,3453
BMW,12900.0,sedan,121,2.0,Petrol,yes,2007,318,3454
Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,3455
BMW,46000.0,sedan,5,2.0,Petrol,yes,2016,520,3456
Volkswagen,3200.0,other,650,1.9,Diesel,yes,1999,Caddy,3457
BMW,6500.0,vagon,377,2.0,Gas,yes,1998,520,3458
Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,Multivan,3459
Mitsubishi,6900.0,sedan,190,1.6,Gas,yes,2007,Lancer,3460
Mercedes-Benz,104000.0,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,3461
Mitsubishi,5200.0,van,200,1.6,Petrol,yes,2003,Space Star,3462
Mitsubishi,8400.0,sedan,147,2.0,Petrol,yes,2007,Lancer,3463
Volkswagen,1450.0,hatch,200,1.8,Gas,no,1992,Golf III,3464
Volkswagen,13700.0,other,103,2.0,Diesel,yes,2013,T5 (Transporter) ,3465
Toyota,18950.0,sedan,45,1.8,Petrol,yes,2014,Avensis,3466
Mercedes-Benz,13000.0,other,247,2.2,Diesel,yes,2012,Sprinter 313,3467
Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013,Outlander,3468
Mercedes-Benz,22500.0,sedan,213,2.2,Diesel,yes,2012,E-Class,3469
BMW,19500.0,sedan,190,6.0,Petrol,yes,2004,760,3470
Volkswagen,,other,67,1.8,Other,yes,2008,Passat B6,3471
Mercedes-Benz,6100.0,sedan,300,3.2,Diesel,no,2004,E-Class,3472
Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,Passat B7,3473
Mercedes-Benz,3799.0,van,350,2.2,Diesel,yes,2000,Vito,3474
BMW,8900.0,sedan,250,2.5,Diesel,yes,2001,525,3475
Volkswagen,8000.0,van,350,1.9,Diesel,yes,2004,T5 (Transporter),3476
BMW,4500.0,sedan,300,3.0,Diesel,yes,2000,330,3477
Volkswagen,2600.0,van,10,2.4,Diesel,yes,1988,LT,3478
Mercedes-Benz,31669.0,hatch,2,,Other,yes,2015,B-Class Electric Drive,3479
BMW,4300.0,sedan,240,2.5,Diesel,no,2002,525,3480
Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,GL 350,3481
BMW,31000.0,vagon,15,,Other,yes,2015,I3,3482
Renault,10000.0,other,214,2.5,Diesel,yes,2008,Master,3483
Audi,56000.0,crossover,44,3.0,Diesel,yes,2014,Q7,3484
BMW,21700.0,sedan,259,3.0,Diesel,yes,2007,730,3485
BMW,89999.0,crossover,17,4.4,Petrol,yes,2015,X6 M,3486
Mitsubishi,9200.0,sedan,92,2.0,Petrol,yes,2010,Lancer X,3487
Audi,21700.0,sedan,167,3.0,Petrol,yes,2009,A6,3488
Mercedes-Benz,27300.0,crossover,149,5.46,Petrol,yes,2009,ML 550,3489
Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009,T5 (Transporter),3490
Volkswagen,9800.0,van,86,1.2,Petrol,yes,2013,Caddy,3491
Mercedes-Benz,14500.0,vagon,178,3.0,Diesel,yes,2006,E-Class,3492
Renault,7800.0,vagon,120,1.5,Diesel,yes,2008,Megane,3493
Mercedes-Benz,15250.0,sedan,210,2.2,Diesel,yes,2006,E-Class,3494
Audi,13500.0,sedan,196,2.4,Petrol,yes,2005,A6,3495
Audi,23333.0,other,150,4.2,Petrol,yes,2007,Q7,3496
Mercedes-Benz,18800.0,other,90,1.8,Petrol,yes,2008,CLC 180,3497
Mitsubishi,6700.0,sedan,193,1.6,Petrol,yes,2005,Lancer,3498
Toyota,8200.0,crossover,212,2.0,Gas,yes,2003,Rav 4,3499
Volkswagen,1650.0,sedan,210,1.8,Petrol,no,1998,Passat B4,3500
Audi,49500.0,crossover,44,3.0,Diesel,yes,2013,Q7,3501
Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Jetta,3502
Volkswagen,10300.0,hatch,110,1.9,Diesel,yes,2008,Caddy,3503
Toyota,12500.0,sedan,175,2.4,Petrol,yes,2007,Camry,3504
Mitsubishi,6800.0,sedan,170,1.6,Petrol,yes,2004,Lancer,3505
BMW,33500.0,sedan,1,1.5,Petrol,yes,2015,318,3506
Toyota,20711.25,vagon,0,1.6,Petrol,yes,2016,Auris,3507
Volkswagen,1499.0,sedan,220,2.0,Gas,no,1995,Passat B4,3508
Volkswagen,18900.0,hatch,56,2.0,Petrol,yes,2012,Golf GTI,3509
BMW,67500.0,crossover,1,2.0,Diesel,yes,2016,X5,3510
BMW,52000.0,crossover,7,2.0,Diesel,yes,2015,X1,3511
Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,T5 (Transporter),3512
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,FJ Cruiser,3513
Mercedes-Benz,3200.0,sedan,390,2.3,Gas,yes,1985,E-Class,3514
Audi,88888.0,crossover,0,3.0,Diesel,yes,2015,Q7,3515
Renault,7450.0,other,208,1.9,Other,yes,2004,Trafic,3516
Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,GL 450,3517
BMW,14200.0,sedan,263,3.0,Petrol,yes,2004,530,3518
Renault,6300.0,vagon,202,1.5,Diesel,yes,2005,Scenic,3519
Renault,4350.0,van,188,1.5,Diesel,yes,2004,Kangoo,3520
Renault,11100.0,vagon,155,1.5,Diesel,yes,2012,Megane,3521
Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995,Passat B4,3522
Renault,3300.0,van,256,1.5,Diesel,yes,2005,Kangoo,3523
Mercedes-Benz,7450.0,sedan,300,2.0,Gas,yes,2000,C-Class,3524
Mitsubishi,1850.0,sedan,145,1.6,Petrol,no,1997,Carisma,3525
Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,Sprinter 313,3526
Renault,12850.0,other,226,2.3,Diesel,yes,2012,Master,3527
Toyota,18300.0,hatch,30,1.6,Petrol,yes,2014,Auris,3528
Volkswagen,14700.0,sedan,97,1.4,Gas,yes,2012,Passat B7,3529
Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,Passat B5,3530
Mercedes-Benz,12999.0,sedan,247,4.0,Diesel,yes,2003,S 400,3531
Mercedes-Benz,11850.0,van,177,2.2,Diesel,yes,2011,Vito,3532
Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,Passat B7,3533
Mercedes-Benz,20200.0,sedan,69,2.0,Petrol,yes,2010,E-Class,3534
Renault,5899.0,vagon,189,,Diesel,no,2012,Megane,3535
Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,Passat B6,3536
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180,3537
Toyota,16800.0,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado,3538
Mercedes-Benz,10600.0,van,250,2.2,Diesel,yes,2006,Sprinter 313,3539
Mercedes-Benz,114999.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,3540
Renault,4700.0,hatch,124,1.5,Diesel,yes,2003,Kangoo,3541
Mercedes-Benz,20000.0,crossover,251,5.0,Gas,yes,2002,ML 500,3542
Mercedes-Benz,104999.0,crossover,1,3.0,Diesel,yes,2016,GLE-Class,3543
Mercedes-Benz,9000.0,sedan,198,4.0,Diesel,yes,2002,S 400,3544
BMW,36300.0,crossover,83,3.5,Petrol,yes,2010,X6,3545
Toyota,19400.0,crossover,88,2.0,Petrol,yes,2011,Rav 4,3546
Mercedes-Benz,7700.0,sedan,230,2.0,Petrol,yes,2001,C-Class,3547
Mitsubishi,17500.0,other,69,2.5,Diesel,yes,2011,L 200,3548
BMW,31000.0,sedan,100,2.0,Petrol,yes,2012,520,3549
Toyota,33715.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,3550
BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,530,3551
Renault,4900.0,van,150,2.0,Diesel,yes,2007,Trafic,3552
Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,Vito,3553
Renault,10900.0,vagon,175,1.5,Diesel,yes,2012,Megane,3554
BMW,2200.0,sedan,303,2.5,Diesel,no,1999,525,3555
BMW,7200.0,sedan,270,3.0,Diesel,no,2004,530,3556
BMW,20500.0,other,114,,Other,yes,2008,325,3557
Toyota,9150.0,hatch,87,1.6,Petrol,yes,2008,Auris,3558
BMW,5900.0,sedan,10,2.8,Petrol,yes,1989,328,3559
Mitsubishi,4800.0,hatch,206,1.6,Gas,yes,2001,Carisma,3560
Volkswagen,1500.0,vagon,200,1.8,Gas,yes,1996,Passat B4,3561
Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011,Polo,3562
Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,Vito,3563
Volkswagen,3650.0,sedan,300,1.8,Petrol,yes,1996,Vento,3564
Mercedes-Benz,63000.0,crossover,160,3.0,Diesel,yes,2013,GL 350,3565
Volkswagen,6600.0,van,240,1.9,Diesel,yes,2008,Caddy,3566
Toyota,36000.0,crossover,940,,Other,yes,2009,Land Cruiser 200,3567
Toyota,10200.0,sedan,185,1.8,Petrol,yes,2007,Avensis,3568
Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,Scirocco,3569
Mitsubishi,9800.0,sedan,56,1.5,Petrol,yes,2011,Lancer X,3570
Mercedes-Benz,11200.0,sedan,198,6.0,Petrol,yes,2004,S 600,3571
Volkswagen,18000.0,crossover,117,2.5,Diesel,yes,2006,Touareg,3572
Mitsubishi,28500.0,crossover,0,2.0,Petrol,yes,2016,Outlander,3573
Mitsubishi,9800.0,sedan,81,2.0,Petrol,yes,2009,Lancer X,3574
BMW,33000.0,sedan,60,,Petrol,yes,2012,328,3575
Audi,3900.0,sedan,247,2.5,Diesel,no,2003,A6,3576
Mitsubishi,22711.65,crossover,1,2.0,Petrol,yes,2016,Outlander,3577
BMW,6500.0,sedan,298,2.5,Petrol,yes,1998,523,3578
Volkswagen,4999.0,hatch,300,1.9,Diesel,yes,1999,Golf IV,3579
Renault,9100.0,vagon,176,1.5,Diesel,yes,2011,Scenic,3580
Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003,220,3581
Volkswagen,7200.0,hatch,159,1.6,Petrol,yes,2007,Golf V,3582
Mercedes-Benz,10900.0,van,191,2.2,Diesel,yes,2007,Vito,3583
Volkswagen,35000.0,sedan,74,4.2,Gas,yes,2011,Phaeton,3584
Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009,Galant,3585
Mercedes-Benz,9999.0,van,154,2.2,Diesel,yes,2007,Vito,3586
Audi,,sedan,300,2.5,Diesel,no,2001,A8,3587
Renault,4400.0,other,220,1.5,Diesel,yes,2004,Kangoo,3588
Mitsubishi,4000.0,hatch,367,1.6,Gas,yes,1997,Carisma,3589
Audi,29999.0,other,90,3.0,Petrol,yes,2011,A5,3590
Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Caddy,3591
Mitsubishi,5500.0,crossover,30,2.5,Diesel,yes,2014,Pajero Sport,3592
BMW,39333.0,sedan,6,2.0,Petrol,yes,2016,520,3593
Mitsubishi,17000.0,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon,3594
Toyota,20900.0,sedan,18,2.5,Other,yes,2013,Camry,3595
BMW,15000.0,sedan,137,2.2,Petrol,yes,2004,520,3596
Volkswagen,1850.0,other,200,1.6,Petrol,no,1999,Golf IV,3597
Renault,6900.0,hatch,47,1.4,Petrol,yes,2012,Sandero,3598
Volkswagen,11990.0,sedan,245,2.0,Diesel,yes,2007,Passat B6,3599
Mercedes-Benz,41000.0,van,55,3.0,Diesel,yes,2011,Viano,3600
BMW,42000.0,sedan,5,2.0,Petrol,yes,2016,520,3601
Renault,7700.0,van,128,1.5,Diesel,yes,2012,Kangoo,3602
Volkswagen,7750.0,van,265,1.9,Diesel,yes,2002,T4 (Transporter),3603
Toyota,10100.0,other,83,1.6,Other,yes,2008,Corolla,3604
Renault,7500.0,van,128,1.5,Diesel,yes,2009,Kangoo,3605
BMW,2700.0,sedan,220,2.5,Petrol,no,2002,525,3606
Mercedes-Benz,74900.0,other,32,6.3,Petrol,yes,2007,CL 63 AMG,3607
Renault,800.0,van,200,1.9,Diesel,no,1997,Scenic,3608
Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,3609
Audi,29000.0,vagon,213,3.0,Diesel,yes,2010,A6 Allroad,3610
BMW,17100.0,crossover,188,3.0,Diesel,yes,2004,X5,3611
Volkswagen,33500.0,crossover,98,,Petrol,yes,2013,Touareg,3612
Mercedes-Benz,1600.0,sedan,338,3.0,Diesel,no,1991,E-Class,3613
Mercedes-Benz,11777.0,other,300,4.3,Gas,yes,2001,S 430,3614
BMW,6699.0,sedan,299,2.2,Petrol,yes,2001,523,3615
BMW,3900.0,vagon,240,3.0,Diesel,no,2001,530,3616
Volkswagen,6500.0,sedan,212,1.6,Petrol,yes,2003,Bora,3617
BMW,51500.0,hatch,77,3.0,Petrol,yes,2012,535,3618
Renault,6500.0,vagon,186,1.5,Diesel,yes,2004,Megane,3619
BMW,10800.0,other,191,2.2,Petrol,yes,2002,320,3620
Audi,2450.0,vagon,240,2.5,Diesel,no,2000,A4,3621
Volkswagen,,van,207,2.0,Diesel,yes,2012,T5 (Transporter) ,3622
Toyota,28800.0,crossover,29,2.2,Diesel,yes,2015,Rav 4,3623
Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004,Touareg,3624
Toyota,47700.0,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,3625
Volkswagen,12700.0,van,75,1.2,Petrol,yes,2012,Caddy,3626
Toyota,7900.0,hatch,56,1.0,Gas,yes,2011,Aygo,3627
BMW,18000.0,sedan,180,2.0,Other,no,2011,520,3628
BMW,8899.0,sedan,170,2.2,Petrol,yes,2001,520,3629
Mercedes-Benz,57000.0,other,0,1.6,Petrol,yes,2016,C-Class,3630
Mercedes-Benz,2100.0,sedan,535,2.2,Diesel,yes,1995,210,3631
Audi,10900.0,sedan,199,3.0,Petrol,yes,2004,A8,3632
Toyota,42500.0,crossover,50,3.0,Diesel,yes,2012,Land Cruiser Prado,3633
BMW,51900.0,crossover,106,3.0,Diesel,yes,2012,X6,3634
Renault,3300.0,van,345,1.9,Diesel,yes,2001,Kangoo,3635
Mercedes-Benz,187555.0,other,0,4.7,Petrol,yes,2016,S 500,3636
Mercedes-Benz,16555.0,sedan,159,3.5,Gas,yes,2006,CLS 350,3637
Mercedes-Benz,7000.0,van,197,2.2,Diesel,yes,2002,Vito,3638
Mercedes-Benz,9300.0,sedan,342,2.6,Petrol,yes,2003,E-Class,3639
Audi,11500.0,sedan,85,1.8,Petrol,yes,2007,A4,3640
Mercedes-Benz,8000.0,crossover,314,99.99,Gas,yes,2000,ML 320,3641
Toyota,16672.5,hatch,1,1.6,Petrol,yes,2016,Auris,3642
Volkswagen,37990.0,crossover,140,3.0,Diesel,yes,2012,Touareg,3643
Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001,C-Class,3644
Mercedes-Benz,219900.0,crossover,33,5.5,Petrol,yes,2013,G 63 AMG,3645
Renault,7150.0,van,142,1.5,Diesel,yes,2012,Kangoo,3646
Toyota,5000.0,crossover,289,2.0,Diesel,no,2003,Rav 4,3647
Mercedes-Benz,7700.0,sedan,390,3.0,Diesel,no,2007,E-Class,3648
Mercedes-Benz,28500.0,crossover,190,3.2,Diesel,yes,2008,ML 320,3649
Toyota,61000.0,crossover,100,4.5,Diesel,yes,2013,Land Cruiser 200,3650
Toyota,14700.0,vagon,98,2.0,Gas,yes,2008,Rav 4,3651
Toyota,,hatch,28,1.6,Petrol,yes,2014,Auris,3652
Volkswagen,21900.0,sedan,107,3.0,Diesel,yes,2009,Phaeton,3653
Audi,53700.0,crossover,67,3.0,Petrol,yes,2013,A6 Allroad,3654
Volkswagen,19200.0,crossover,155,2.5,Diesel,yes,2008,Touareg,3655
Audi,18700.0,sedan,136,2.0,Diesel,yes,2009,A6,3656
Audi,9600.0,vagon,230,2.5,Diesel,yes,2004,A6,3657
Volkswagen,10500.0,van,312,2.5,Diesel,yes,1998,Multivan,3658
BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,750,3659
Volkswagen,18200.0,crossover,179,2.5,Diesel,yes,2007,Touareg,3660
Audi,52000.0,other,124,3.0,Diesel,yes,2012,A8,3661
BMW,13700.0,sedan,122,2.0,Petrol,yes,2007,318,3662
BMW,15000.0,vagon,245,3.0,Gas,yes,2006,530,3663
Mitsubishi,6400.0,sedan,127,1.6,Petrol,yes,2006,Lancer,3664
Toyota,54000.0,crossover,147,4.5,Diesel,yes,2011,Land Cruiser 200,3665
Toyota,23700.0,sedan,100,2.5,Gas,yes,2014,Camry,3666
Volkswagen,13950.0,hatch,104,1.2,Petrol,yes,2012,Golf Plus,3667
Toyota,23200.0,crossover,160,4.0,Petrol,yes,2008,Land Cruiser Prado,3668
Audi,2750.0,sedan,450,2.5,Diesel,no,1999,A6,3669
Audi,89999.0,crossover,0,3.0,Diesel,yes,2015,Q7,3670
BMW,,sedan,65,2.0,Petrol,yes,2012,320,3671
BMW,21700.0,crossover,125,3.0,Petrol,yes,2007,X5,3672
Mercedes-Benz,,van,12,2.2,Diesel,yes,2015,V 250,3673
Toyota,16500.0,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,3674
BMW,15000.0,crossover,85,4.8,Petrol,no,2010,X5,3675
Mercedes-Benz,61500.0,crossover,16,3.0,Diesel,yes,2013,ML 350,3676
BMW,1700.0,sedan,200,2.0,Diesel,no,2003,320,3677
BMW,8500.0,sedan,352,2.17,Petrol,yes,2001,520,3678
Toyota,9999.0,sedan,250,2.4,Petrol,yes,2003,Camry,3679
Audi,3300.0,vagon,300,2.5,Diesel,no,1999,A6,3680
Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012,Passat CC,3681
Renault,11300.0,vagon,160,1.5,Diesel,yes,2011,Laguna,3682
Toyota,14900.0,sedan,149,3.5,Gas,yes,2008,Camry,3683
Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,3684
Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 500,3685
BMW,72900.0,crossover,16,3.0,Diesel,yes,2015,X6,3686
Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,Megane,3687
Mercedes-Benz,,sedan,23,5.5,Petrol,yes,2011,S 550,3688
Renault,13900.0,vagon,89,1.5,Diesel,yes,2013,Megane,3689
Renault,6800.0,van,131,1.5,Diesel,yes,2013,Kangoo,3690
Mercedes-Benz,8500.0,van,270,2.2,Diesel,yes,2004,Vito,3691
Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009,Caddy,3692
Toyota,30950.0,other,45,4.6,Petrol,yes,2013,Tundra,3693
Audi,3990.0,sedan,413,2.6,Gas,yes,1993,100,3694
Audi,68500.0,sedan,44,6.3,Petrol,yes,2012,A8,3695
Audi,33500.0,sedan,42,2.0,Petrol,yes,2013,A5,3696
BMW,11500.0,sedan,193,4.4,Petrol,yes,2000,740,3697
Toyota,24999.0,crossover,153,4.0,Petrol,yes,2007,Land Cruiser Prado,3698
Audi,1850.0,sedan,250,2.5,Diesel,no,1999,A4,3699
Mercedes-Benz,29500.0,crossover,55,2.2,Diesel,no,2013,ML 250,3700
Mercedes-Benz,57000.0,sedan,43,4.7,Petrol,yes,2012,CLS 500,3701
Audi,30900.0,hatch,195,3.0,Diesel,yes,2010,A5,3702
Toyota,7000.0,crossover,150,2.0,Petrol,yes,2000,Rav 4,3703
Volkswagen,8950.0,van,170,1.6,Diesel,yes,2013,Caddy,3704
Mitsubishi,2500.0,crossover,1,2.5,Diesel,yes,2007,L 200,3705
Renault,8350.0,other,141,1.5,Other,yes,2012,Megane,3706
BMW,11400.0,sedan,206,3.0,Petrol,yes,2003,530,3707
Renault,6200.0,van,322,,Diesel,yes,2001,Trafic,3708
Volkswagen,2600.0,sedan,280,2.5,Diesel,no,2000,Passat B5,3709
Mercedes-Benz,7450.0,sedan,219,2.0,Petrol,yes,2000,C-Class,3710
Audi,9499.0,sedan,255,2.5,Diesel,yes,2002,A6,3711
Toyota,14900.0,sedan,106,2.4,Petrol,yes,2008,Camry,3712
Volkswagen,8200.0,van,265,2.5,Diesel,no,2007,Caravelle,3713
Mercedes-Benz,12500.0,sedan,208,3.2,Diesel,yes,2004,S 320,3714
Toyota,14500.0,sedan,127,2.4,Gas,yes,2008,Camry,3715
